,ID,Gender,Age,Customer Type,Type of Travel,Class,Flight Distance,Departure Delay,Arrival Delay,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Leg Room Service,Cleanliness,Food and Drink,In-flight Service,In-flight Wifi Service,In-flight Entertainment,Baggage Handling
70208,70209,Male,28,Returning,Personal,Economy,403,0,0.0,5,2,3,2,4,4,4,5,4,4,4,2,4,5
70209,70210,Female,54,Returning,Personal,Economy,258,7,0.0,4,0,1,2,3,5,2,0,2,5,5,2,5,5
70210,70211,Female,9,Returning,Personal,Economy,258,0,0.0,4,0,3,0,1,1,1,4,1,1,3,2,1,1
70211,70212,Male,21,Returning,Personal,Economy,258,0,0.0,4,4,5,4,1,3,3,1,3,3,2,4,3,4
70212,70213,Female,65,Returning,Personal,Economy,258,32,40.0,3,0,1,2,3,4,3,0,2,2,4,2,4,4
70213,70214,Male,28,Returning,Personal,Economy,258,0,0.0,4,5,4,5,3,4,4,1,4,4,3,5,4,4
70214,70215,Female,57,Returning,Business,Business,258,148,146.0,4,4,4,4,4,4,4,5,4,4,5,4,5,4
70215,70216,Male,46,Returning,Business,Business,403,1,0.0,2,2,4,5,2,5,5,5,4,4,5,2,5,5
70216,70217,Female,39,Returning,Business,Business,258,83,98.0,4,4,4,5,4,4,5,5,5,3,4,4,4,4
70217,70218,Female,30,Returning,Business,Business,2865,0,0.0,1,1,4,4,1,5,4,3,4,4,5,1,4,5
70218,70219,Female,36,First-time,Business,Economy Plus,258,64,51.0,2,2,4,2,3,2,2,3,2,2,3,3,2,3
70219,70220,Male,42,Returning,Business,Business,3713,0,12.0,5,5,5,5,5,4,4,4,4,4,4,5,4,4
70220,70221,Female,23,First-time,Business,Business,1068,9,17.0,0,5,3,5,5,4,4,2,4,4,4,5,4,5
70221,70222,Female,47,Returning,Business,Business,2547,1,0.0,2,2,5,5,2,2,4,2,5,5,2,2,2,2
70222,70223,Male,52,Returning,Business,Business,2799,0,0.0,2,2,3,5,2,5,5,5,4,3,5,2,5,5
70223,70224,Male,44,Returning,Business,Economy,1068,0,7.0,5,2,4,2,5,3,2,5,2,2,4,2,2,3
70224,70225,Male,46,Returning,Business,Economy,1068,0,0.0,2,2,3,3,2,2,3,5,3,3,4,3,3,4
70225,70226,Male,19,First-time,Business,Economy,1068,0,0.0,3,3,2,3,2,1,3,1,3,3,1,4,3,5
70226,70227,Female,56,Returning,Business,Economy,668,0,6.0,3,1,1,3,1,3,3,3,1,3,3,3,3,3
70227,70228,Female,66,Returning,Personal,Economy,1068,0,0.0,5,2,4,5,4,4,5,2,4,3,4,2,4,1
70228,70229,Male,34,Returning,Personal,Economy,1068,0,0.0,5,1,4,1,3,3,5,3,5,5,5,1,5,4
70229,70230,Female,39,Returning,Personal,Economy,1068,205,190.0,4,2,1,1,2,4,1,5,1,2,5,2,3,4
70230,70231,Female,54,Returning,Personal,Economy,1068,21,12.0,4,1,4,5,2,4,4,1,3,2,4,1,4,4
70231,70232,Male,49,Returning,Personal,Economy,1068,24,11.0,4,4,4,4,4,1,4,5,4,4,4,4,4,4
70232,70233,Male,43,Returning,Business,Business,1068,0,0.0,2,2,5,4,2,4,4,4,4,2,4,2,4,4
70233,70234,Female,43,Returning,Business,Business,1068,0,0.0,1,1,5,4,1,5,4,4,5,3,5,1,5,5
70234,70235,Male,34,Returning,Business,Economy Plus,1068,4,0.0,1,1,1,5,1,2,5,2,5,5,1,5,5,5
70235,70236,Male,25,First-time,Business,Economy,782,0,32.0,4,4,3,4,1,3,5,2,5,5,5,4,5,3
70236,70237,Female,39,Returning,Business,Business,1592,14,19.0,3,3,5,4,3,4,4,4,5,3,4,3,4,4
70237,70238,Male,44,Returning,Business,Business,1592,0,0.0,3,3,5,4,3,4,4,4,4,5,4,3,4,4
70238,70239,Male,49,Returning,Business,Business,3696,10,0.0,2,2,4,4,2,4,4,4,5,4,4,2,4,4
70239,70240,Male,41,First-time,Business,Business,1592,0,0.0,4,4,4,4,3,4,4,5,5,5,4,4,5,5
70240,70241,Female,39,Returning,Business,Business,1592,0,0.0,5,5,4,3,5,5,5,5,4,5,5,5,5,5
70241,70242,Female,60,Returning,Business,Business,1592,0,0.0,4,4,3,5,4,5,4,5,5,3,5,4,5,5
70242,70243,Male,51,Returning,Business,Economy,1592,27,8.0,3,3,3,2,3,1,2,2,2,2,3,2,2,2
70243,70244,Male,31,First-time,Business,Economy,1282,13,0.0,0,0,1,1,3,4,1,1,5,5,4,1,5,3
70244,70245,Female,11,First-time,Business,Economy,1592,0,0.0,4,4,4,4,3,2,4,4,4,4,4,4,4,3
70245,70246,Female,43,Returning,Business,Economy,1592,0,12.0,1,5,3,4,1,3,3,3,3,4,3,3,3,3
70246,70247,Male,60,Returning,Business,Business,1592,56,43.0,3,3,1,3,3,2,4,2,2,1,2,2,2,2
70247,70248,Male,45,Returning,Business,Economy,1592,0,0.0,5,2,4,1,5,2,1,5,1,1,3,1,1,2
70248,70249,Female,17,Returning,Business,Business,1592,0,0.0,3,3,1,3,3,2,3,4,3,3,3,3,3,4
70249,70250,Male,23,First-time,Business,Business,1592,17,0.0,4,5,5,5,4,5,5,3,5,5,5,5,5,4
70250,70251,Male,48,Returning,Business,Business,1592,10,0.0,1,1,1,2,1,4,3,4,3,4,4,4,4,4
70251,70252,Female,38,Returning,Business,Business,3633,0,0.0,3,4,3,4,3,3,1,3,1,2,3,3,3,3
70252,70253,Male,33,Returning,Business,Business,1592,0,0.0,3,3,2,4,3,5,4,1,4,4,5,3,4,3
70253,70254,Male,59,First-time,Business,Economy,992,13,25.0,2,2,1,2,4,4,2,2,3,3,4,2,3,3
70254,70255,Female,85,Returning,Business,Business,992,0,5.0,4,4,5,5,4,4,5,4,5,5,2,4,2,4
70255,70256,Female,30,Returning,Personal,Economy,1592,2,5.0,4,1,5,1,2,4,1,4,3,3,4,1,3,4
70256,70257,Female,22,Returning,Personal,Economy,1592,2,0.0,5,1,5,1,5,3,4,5,4,4,5,1,4,3
70257,70258,Female,35,Returning,Business,Business,1592,0,0.0,2,2,3,3,2,3,4,4,3,5,3,2,3,3
70258,70259,Male,45,Returning,Personal,Economy Plus,1592,6,0.0,5,2,3,2,1,3,3,4,3,3,5,2,3,4
70259,70260,Female,43,Returning,Personal,Economy Plus,1592,4,34.0,5,3,4,3,2,1,5,3,3,5,1,3,1,1
70260,70261,Male,40,Returning,Business,Business,852,0,0.0,5,5,5,5,5,5,5,5,3,3,5,5,5,5
70261,70262,Female,27,First-time,Business,Business,852,32,12.0,0,0,5,0,1,4,2,2,2,2,5,0,2,4
70262,70263,Female,28,Returning,Business,Business,3045,7,0.0,3,3,5,4,3,5,4,5,4,4,5,3,4,4
70263,70264,Female,15,Returning,Personal,Business,852,1,0.0,5,3,5,3,4,4,5,2,5,5,5,3,5,5
70264,70265,Female,21,First-time,Business,Business,852,0,0.0,4,4,3,4,5,5,1,2,1,1,5,4,1,4
70265,70266,Male,28,First-time,Business,Business,852,0,0.0,4,4,4,4,5,4,4,3,4,4,5,4,4,5
70266,70267,Male,33,Returning,Business,Business,1921,0,0.0,5,5,1,1,5,1,1,1,1,1,3,1,1,4
70267,70268,Female,32,Returning,Business,Business,3720,0,0.0,4,4,3,4,4,4,4,5,4,4,4,4,4,5
70268,70269,Female,62,First-time,Business,Business,852,0,0.0,3,3,5,3,1,5,1,2,1,1,4,3,1,5
70269,70270,Male,30,Returning,Business,Business,852,0,0.0,2,2,5,4,2,4,3,2,3,3,5,2,3,5
70270,70271,Female,45,Returning,Business,Business,852,0,0.0,4,4,4,5,4,5,4,5,5,2,5,4,5,5
70271,70272,Female,26,Returning,Business,Business,852,8,2.0,2,2,4,4,2,5,4,2,4,4,5,2,4,5
70272,70273,Male,29,First-time,Business,Business,852,0,0.0,1,1,3,1,1,3,2,4,2,2,5,1,2,5
70273,70274,Male,48,Returning,Business,Business,2912,0,0.0,2,2,5,4,2,4,5,4,3,4,4,2,4,4
70274,70275,Male,54,Returning,Business,Business,852,0,0.0,3,3,4,4,3,5,4,5,5,4,5,3,5,5
70275,70276,Female,59,Returning,Business,Economy,852,0,0.0,3,3,2,3,3,3,3,3,2,1,3,3,3,3
70276,70277,Male,55,Returning,Business,Business,3117,0,0.0,4,4,5,4,4,5,4,5,4,5,5,4,5,5
70277,70278,Male,45,Returning,Business,Business,852,0,3.0,3,3,5,5,3,4,5,4,3,5,4,3,4,4
70278,70279,Male,44,Returning,Business,Business,1872,0,0.0,3,4,5,4,3,2,4,2,5,4,2,3,2,2
70279,70280,Female,20,First-time,Business,Economy,852,20,0.0,4,4,4,4,4,4,5,5,5,5,3,4,5,3
70280,70281,Male,39,Returning,Business,Economy,852,95,81.0,1,1,2,3,1,4,3,5,3,3,3,3,3,3
70281,70282,Female,27,Returning,Business,Business,2184,0,10.0,3,3,3,5,3,5,4,5,4,4,5,3,4,4
70282,70283,Male,11,First-time,Business,Economy,852,0,3.0,3,3,3,3,3,4,1,2,1,1,4,3,1,3
70283,70284,Female,29,Returning,Business,Economy,852,2,0.0,3,3,3,2,3,2,2,1,2,2,4,2,2,3
70284,70285,Female,31,Returning,Business,Business,852,0,0.0,1,3,3,4,1,4,5,2,5,5,4,5,5,3
70285,70286,Female,38,Returning,Business,Business,852,38,35.0,5,5,3,3,5,4,3,4,1,4,4,4,4,4
70286,70287,Male,53,Returning,Business,Business,2634,0,0.0,5,1,4,4,5,3,4,4,5,4,3,5,3,3
70287,70288,Male,28,Returning,Business,Business,852,0,0.0,4,4,3,4,4,4,4,2,4,4,4,4,4,4
70288,70289,Male,24,First-time,Business,Economy,452,0,0.0,3,4,1,4,3,5,4,3,4,4,4,4,4,1
70289,70290,Male,17,Returning,Business,Business,2706,2,0.0,2,2,1,1,2,2,1,1,1,1,3,1,1,3
70290,70291,Female,37,Returning,Business,Business,452,19,35.0,4,2,1,3,4,4,3,4,4,1,4,4,4,4
70291,70292,Female,43,Returning,Personal,Economy,852,0,0.0,5,4,5,5,1,1,4,4,3,3,1,4,1,1
70292,70293,Female,33,Returning,Personal,Economy,852,0,0.0,4,5,4,5,3,4,3,2,3,3,4,5,3,4
70293,70294,Female,33,Returning,Personal,Economy,852,0,0.0,5,2,3,2,3,3,2,4,2,2,5,2,2,5
70294,70295,Female,10,Returning,Personal,Economy,852,1,1.0,5,2,4,2,2,4,4,5,4,4,4,2,4,5
70295,70296,Female,33,Returning,Personal,Economy,852,16,17.0,4,2,3,2,3,3,5,4,5,5,4,2,5,5
70296,70297,Female,59,Returning,Personal,Economy,852,2,0.0,5,2,3,4,3,4,5,2,4,4,4,2,4,4
70297,70298,Male,53,Returning,Personal,Economy,852,11,16.0,4,2,4,2,2,3,1,3,1,1,5,2,1,4
70298,70299,Female,43,Returning,Personal,Economy Plus,852,48,35.0,4,3,3,5,3,3,4,3,4,3,3,3,3,3
70299,70300,Male,58,Returning,Business,Business,334,0,0.0,1,1,5,5,1,5,5,5,3,2,5,1,5,5
70300,70301,Female,54,Returning,Business,Business,2986,0,0.0,0,0,4,4,1,5,4,5,4,2,5,0,5,5
70301,70302,Female,39,Returning,Business,Business,334,1,0.0,4,4,4,4,4,4,4,4,5,3,4,4,4,4
70302,70303,Male,58,Returning,Business,Business,334,0,0.0,4,4,5,4,4,4,4,4,5,5,4,4,4,4
70303,70304,Female,29,First-time,Business,Business,334,11,0.0,5,5,5,5,5,5,5,2,5,5,5,5,5,4
70304,70305,Female,56,Returning,Business,Business,2622,0,0.0,4,4,4,4,4,4,5,5,4,2,4,4,4,4
70305,70306,Male,53,Returning,Business,Business,3716,54,54.0,3,3,5,5,3,4,4,4,4,3,4,3,4,4
70306,70307,Female,41,Returning,Business,Business,3842,0,0.0,2,2,2,3,2,4,3,3,4,3,4,4,4,4
70307,70308,Male,26,Returning,Personal,Economy,334,87,71.0,5,3,4,3,3,5,4,2,4,4,4,4,4,4
70308,70309,Female,56,Returning,Personal,Economy,334,0,0.0,5,3,5,4,3,5,5,3,5,2,5,3,5,5
70309,70310,Female,37,First-time,Business,Business,334,0,0.0,3,3,4,3,3,4,2,3,2,2,4,3,2,5
70310,70311,Female,37,First-time,Business,Business,334,7,0.0,4,4,3,4,1,5,5,5,5,5,5,4,5,5
70311,70312,Male,21,Returning,Personal,Economy Plus,334,48,52.0,5,5,5,5,5,3,4,2,4,4,4,1,4,4
70312,70313,Female,10,Returning,Personal,Economy Plus,334,11,19.0,4,1,5,1,3,4,1,2,1,1,4,1,1,5
70313,70314,Female,39,Returning,Business,Business,1501,0,0.0,4,4,3,5,4,4,5,4,3,3,4,4,4,4
70314,70315,Male,26,Returning,Business,Business,1501,0,0.0,3,3,4,4,3,5,4,4,4,4,4,3,4,4
70315,70316,Female,40,Returning,Business,Business,1501,0,0.0,4,5,5,4,4,4,5,4,4,3,4,4,4,4
70316,70317,Male,41,Returning,Business,Business,1501,5,33.0,1,1,4,5,1,5,4,5,3,3,5,1,5,5
70317,70318,Male,63,Returning,Business,Economy,1501,0,0.0,5,5,2,2,5,1,2,5,2,2,3,2,2,2
70318,70319,Male,35,Returning,Business,Economy,1501,0,0.0,4,2,3,3,2,3,3,5,3,3,4,3,3,4
70319,70320,Male,26,Returning,Business,Economy,1501,0,0.0,4,4,1,3,4,3,2,5,3,3,3,3,3,2
70320,70321,Male,20,Returning,Personal,Economy,1501,0,0.0,4,5,1,5,5,3,4,5,4,4,4,5,4,5
70321,70322,Female,52,Returning,Business,Business,3002,0,0.0,4,4,3,4,4,5,5,5,4,4,5,4,5,5
70322,70323,Female,44,Returning,Business,Business,986,35,68.0,1,5,5,5,1,3,4,4,3,3,3,1,3,3
70323,70324,Male,59,Returning,Business,Business,986,0,2.0,1,1,3,5,1,5,4,5,3,2,5,1,5,5
70324,70325,Male,48,Returning,Business,Business,986,55,50.0,3,3,2,2,3,2,3,2,4,5,2,2,2,2
70325,70326,Male,39,Returning,Business,Business,986,0,17.0,5,1,4,4,5,3,4,3,4,4,3,5,3,3
70326,70327,Male,59,Returning,Business,Business,3163,2,0.0,2,2,4,4,2,2,3,2,4,3,2,2,2,2
70327,70328,Female,58,Returning,Business,Business,2498,0,0.0,3,3,4,4,3,5,4,5,3,4,5,3,5,5
70328,70329,Female,32,Returning,Business,Business,986,0,0.0,3,3,5,2,3,3,2,3,2,2,4,3,2,5
70329,70330,Female,42,Returning,Business,Business,2999,106,81.0,2,2,5,4,2,3,4,3,5,4,3,2,3,3
70330,70331,Female,51,Returning,Business,Business,2049,0,0.0,1,1,5,4,1,4,5,4,4,4,4,1,4,4
70331,70332,Male,35,First-time,Business,Business,986,0,0.0,4,4,3,4,1,3,5,4,5,5,5,4,5,4
70332,70333,Female,39,Returning,Business,Business,2618,37,30.0,2,1,3,4,1,5,5,5,3,4,5,1,5,5
70333,70334,Male,37,First-time,Business,Business,986,50,10.0,2,2,4,2,4,3,1,2,1,1,4,2,1,5
70334,70335,Female,57,Returning,Business,Business,2397,0,0.0,1,1,3,4,1,3,4,4,4,2,3,1,3,3
70335,70336,Female,53,Returning,Business,Economy,986,0,0.0,1,1,3,3,1,3,3,3,3,1,3,3,3,3
70336,70337,Male,32,Returning,Business,Economy,986,99,111.0,1,1,4,2,1,3,2,2,2,2,4,2,2,4
70337,70338,Male,49,Returning,Business,Business,986,8,0.0,1,1,4,5,1,5,5,5,4,3,5,1,5,5
70338,70339,Female,57,Returning,Business,Economy,586,0,0.0,4,4,4,3,4,4,5,4,3,4,4,4,4,4
70339,70340,Female,17,First-time,Business,Economy,986,10,0.0,2,2,4,2,3,3,4,2,4,4,3,2,4,4
70340,70341,Female,56,First-time,Business,Economy,586,1,0.0,1,3,3,3,3,3,5,4,5,5,3,3,5,3
70341,70342,Female,28,Returning,Personal,Economy,986,8,0.0,5,4,4,4,1,4,4,3,4,4,4,4,4,4
70342,70343,Male,23,Returning,Personal,Economy,986,0,9.0,5,2,5,2,2,4,3,2,2,2,5,2,2,5
70343,70344,Male,18,Returning,Personal,Economy,986,0,0.0,4,3,4,3,2,4,3,4,3,3,5,3,3,5
70344,70345,Female,41,Returning,Personal,Economy,986,6,0.0,5,5,4,5,5,4,4,2,4,4,5,4,4,5
70345,70346,Male,49,Returning,Personal,Economy,986,0,0.0,4,3,3,3,5,3,3,5,3,3,4,2,3,5
70346,70347,Female,60,Returning,Personal,Economy,986,10,4.0,4,4,4,5,3,3,4,4,4,3,3,4,3,3
70347,70348,Female,49,Returning,Personal,Economy,986,0,0.0,4,0,1,3,4,5,4,0,1,2,5,0,5,1
70348,70349,Female,22,Returning,Personal,Economy,986,8,66.0,4,3,3,3,3,3,2,3,2,2,4,3,2,5
70349,70350,Male,49,Returning,Personal,Economy,986,65,69.0,5,2,5,2,5,3,2,4,2,2,5,2,2,4
70350,70351,Male,59,Returning,Personal,Economy,986,0,0.0,4,2,4,2,5,5,3,5,3,3,4,2,3,5
70351,70352,Female,44,Returning,Business,Business,986,0,0.0,3,5,3,5,5,4,5,4,3,3,4,5,4,4
70352,70353,Female,36,First-time,Business,Economy Plus,986,0,7.0,2,2,1,2,4,4,5,5,5,5,4,2,5,4
70353,70354,Female,45,Returning,Business,Business,2486,7,5.0,4,4,3,4,4,5,5,5,4,3,5,4,5,5
70354,70355,Female,32,Returning,Business,Economy Plus,986,1,0.0,5,5,4,1,5,1,2,3,2,2,1,2,2,2
70355,70356,Male,16,Returning,Personal,Economy Plus,986,0,0.0,1,3,1,3,3,3,2,3,2,2,3,3,2,3
70356,70357,Male,13,Returning,Personal,Economy Plus,986,0,0.0,5,2,3,2,3,5,5,5,4,4,5,2,4,4
70357,70358,Female,47,Returning,Business,Business,2557,131,125.0,4,3,5,5,4,2,5,5,5,5,4,4,4,4
70358,70359,Female,52,Returning,Business,Economy,1145,0,0.0,2,2,1,4,2,3,3,3,4,3,3,3,3,3
70359,70360,Female,20,First-time,Business,Business,1145,0,0.0,4,4,3,4,2,3,5,3,2,2,5,4,2,5
70360,70361,Female,52,Returning,Business,Business,1145,3,0.0,5,5,3,4,5,5,5,4,3,3,5,5,5,5
70361,70362,Female,22,First-time,Business,Business,1145,0,0.0,3,5,3,5,2,3,3,2,3,3,5,4,3,5
70362,70363,Female,32,Returning,Business,Economy,1145,0,0.0,2,2,2,2,2,2,2,5,2,2,3,2,2,4
70363,70364,Male,22,First-time,Business,Business,1145,0,0.0,0,3,3,3,3,4,2,2,2,2,5,4,2,4
70364,70365,Female,42,Returning,Business,Business,2955,0,0.0,1,1,3,5,1,4,5,4,5,2,4,1,4,4
70365,70366,Female,47,Returning,Business,Business,3715,0,12.0,2,2,2,2,2,3,2,3,1,3,3,3,3,3
70366,70367,Female,27,First-time,Business,Economy,1145,0,6.0,3,3,2,3,3,2,5,1,5,5,4,3,5,3
70367,70368,Female,31,First-time,Business,Economy,1145,0,14.0,1,1,4,1,4,3,4,3,4,4,4,1,4,4
70368,70369,Female,57,First-time,Business,Economy,1145,0,0.0,2,2,2,2,3,3,3,2,3,3,4,2,3,3
70369,70370,Male,53,Returning,Personal,Economy,1145,2,0.0,5,1,3,1,3,3,4,3,4,4,4,1,4,5
70370,70371,Male,22,Returning,Personal,Economy,1145,0,10.0,5,3,5,3,1,5,4,2,4,4,5,3,4,4
70371,70372,Female,15,Returning,Personal,Economy,1145,57,69.0,1,2,2,2,3,2,1,1,1,1,3,2,1,3
70372,70373,Male,63,Returning,Personal,Economy,1145,0,0.0,4,2,5,2,3,3,1,2,1,1,2,3,1,3
70373,70374,Female,49,Returning,Personal,Economy,1145,0,0.0,5,2,3,3,2,2,5,2,3,4,2,2,2,2
70374,70375,Female,54,Returning,Business,Business,1145,0,0.0,5,5,3,5,5,4,4,5,4,2,4,5,4,4
70375,70376,Female,12,Returning,Business,Economy Plus,1145,32,52.0,1,1,2,1,1,4,2,2,1,1,3,1,1,3
70376,70377,Female,59,Returning,Business,Business,1562,2,0.0,3,3,4,5,3,5,4,4,4,5,5,3,5,5
70377,70378,Female,60,Returning,Business,Business,1562,0,0.0,4,4,2,4,4,2,4,2,4,4,2,2,2,2
70378,70379,Female,54,Returning,Business,Business,1562,78,132.0,4,3,3,3,3,5,3,3,3,3,1,3,4,4
70379,70380,Male,49,Returning,Business,Business,1562,0,5.0,5,5,2,4,5,3,3,3,1,5,3,3,3,3
70380,70381,Male,39,Returning,Business,Business,1162,0,0.0,1,1,5,4,1,3,4,3,4,3,3,1,3,3
70381,70382,Male,44,Returning,Personal,Business,1562,4,17.0,5,3,3,4,4,2,4,3,3,4,2,3,2,2
70382,70383,Female,26,First-time,Business,Business,1562,52,45.0,1,1,5,1,3,4,1,2,1,1,5,1,1,4
70383,70384,Female,39,Returning,Business,Business,1562,0,19.0,4,4,3,4,4,4,4,5,3,4,4,4,4,4
70384,70385,Female,55,Returning,Business,Business,1562,0,0.0,1,1,4,5,1,5,4,5,4,2,5,1,5,5
70385,70386,Female,24,Returning,Business,Business,1562,0,0.0,4,4,3,3,4,4,3,3,3,3,4,4,3,5
70386,70387,Male,47,Returning,Business,Business,1562,188,194.0,3,3,4,4,3,4,4,5,4,4,5,3,3,4
70387,70388,Male,37,Returning,Business,Business,1562,0,23.0,4,4,4,5,4,3,5,3,4,5,3,4,3,3
70388,70389,Female,54,Returning,Business,Business,1562,5,8.0,3,3,5,4,3,5,5,4,5,4,5,3,5,5
70389,70390,Male,38,Returning,Business,Business,1562,13,8.0,4,4,5,4,4,4,5,4,3,4,4,4,4,4
70390,70391,Female,36,First-time,Business,Business,1562,1,0.0,4,4,3,4,2,5,5,3,5,5,5,4,5,4
70391,70392,Female,22,Returning,Business,Economy,1562,0,10.0,4,4,4,3,4,3,3,1,4,4,4,4,4,4
70392,70393,Female,22,Returning,Business,Business,1562,4,2.0,3,3,2,1,3,3,1,4,1,1,4,1,1,3
70393,70394,Male,30,Returning,Business,Business,1562,0,0.0,3,3,3,3,3,3,3,2,3,3,3,3,3,4
70394,70395,Male,56,Returning,Business,Business,3249,105,102.0,5,5,5,3,5,5,5,5,4,4,5,5,5,5
70395,70396,Female,48,Returning,Business,Business,2410,4,11.0,1,1,2,4,1,2,4,2,2,2,2,2,2,2
70396,70397,Female,38,Returning,Business,Business,1162,0,0.0,5,5,3,3,5,3,4,2,1,1,3,3,3,3
70397,70398,Female,16,Returning,Business,Business,1562,22,16.0,4,4,2,4,4,2,4,5,4,4,3,4,4,3
70398,70399,Female,37,Returning,Business,Business,2532,0,0.0,2,2,5,1,2,3,1,4,4,4,3,2,3,3
70399,70400,Female,44,Returning,Business,Business,1162,0,4.0,4,4,2,1,4,4,2,4,2,4,4,4,4,4
70400,70401,Female,68,First-time,Business,Economy,1162,0,0.0,1,1,1,1,2,2,4,2,4,4,4,1,4,2
70401,70402,Male,76,Returning,Business,Business,2584,0,1.0,3,5,4,4,3,1,4,1,2,4,1,1,1,1
70402,70403,Male,70,Returning,Personal,Economy,1562,0,0.0,1,1,4,1,3,1,3,2,3,3,4,1,3,2
70403,70404,Female,9,Returning,Personal,Economy,1562,1,26.0,4,3,4,3,3,3,3,4,3,3,4,3,3,5
70404,70405,Female,20,Returning,Personal,Economy,1562,0,0.0,2,4,2,4,3,4,3,4,3,3,4,4,3,3
70405,70406,Male,36,Returning,Personal,Economy,1562,0,3.0,2,1,4,1,3,4,4,4,5,5,4,1,5,2
70406,70407,Male,31,Returning,Personal,Economy,1562,2,0.0,3,2,4,2,3,2,1,2,1,1,3,2,1,4
70407,70408,Female,70,First-time,Personal,Economy,1562,0,0.0,1,2,3,2,2,2,4,2,4,4,2,2,4,1
70408,70409,Female,13,First-time,Personal,Economy,1562,0,0.0,5,1,4,1,2,5,4,2,4,4,5,1,4,3
70409,70410,Female,53,Returning,Personal,Economy,1562,0,24.0,1,1,4,1,1,1,1,1,2,3,1,1,1,1
70410,70411,Male,27,Returning,Personal,Economy,1562,0,0.0,4,2,5,2,5,5,3,2,3,3,4,1,3,4
70411,70412,Male,63,Returning,Personal,Economy,1562,0,0.0,5,3,1,3,3,1,4,2,4,4,2,3,4,5
70412,70413,Male,52,Returning,Personal,Economy,1562,0,11.0,5,3,3,3,2,4,5,5,2,2,5,3,2,5
70413,70414,Male,43,Returning,Business,Business,1562,0,0.0,5,4,4,5,5,4,4,5,5,2,4,5,4,4
70414,70415,Male,53,Returning,Business,Business,1562,0,0.0,3,3,5,5,3,4,5,4,5,5,4,3,4,4
70415,70416,Male,29,Returning,Business,Economy Plus,1562,0,0.0,3,3,4,2,3,3,2,1,2,2,2,2,2,2
70416,70417,Male,53,Returning,Personal,Economy Plus,1562,26,21.0,5,5,3,5,1,4,2,3,2,2,4,5,2,4
70417,70418,Female,33,Returning,Personal,Economy Plus,1562,58,48.0,5,1,3,1,4,5,1,5,1,1,4,1,1,5
70418,70419,Male,31,Returning,Personal,Economy Plus,1562,0,0.0,5,2,3,2,2,3,2,4,2,2,5,2,2,5
70419,70420,Female,51,Returning,Business,Business,2683,0,0.0,3,3,4,4,3,4,4,4,3,5,4,1,4,1
70420,70421,Female,23,First-time,Business,Economy,187,16,14.0,3,1,1,1,4,3,2,4,2,2,4,1,2,4
70421,70422,Male,21,First-time,Business,Economy,187,71,66.0,4,3,5,3,4,3,4,4,4,4,4,3,4,5
70422,70423,Female,57,Returning,Business,Business,3190,0,0.0,1,1,3,4,1,4,5,4,5,3,4,1,4,4
70423,70424,Female,55,Returning,Business,Business,187,0,8.0,5,0,3,5,1,3,4,3,3,4,3,0,3,3
70424,70425,Male,40,Returning,Business,Business,3595,1,0.0,5,5,4,5,5,5,5,5,3,3,5,5,5,4
70425,70426,Male,24,First-time,Business,Business,187,15,4.0,4,0,5,0,4,4,1,4,1,1,4,0,1,5
70426,70427,Female,39,Returning,Business,Business,187,0,0.0,1,1,3,4,1,3,4,4,3,2,3,1,3,4
70427,70428,Female,55,Returning,Business,Business,3675,0,5.0,1,5,4,4,5,5,5,5,4,5,5,5,5,4
70428,70429,Female,38,First-time,Business,Business,187,0,0.0,3,3,4,3,3,4,5,4,5,5,5,3,5,4
70429,70430,Male,50,Returning,Business,Business,187,0,0.0,2,2,3,4,2,4,5,4,4,2,4,2,4,4
70430,70431,Female,60,Returning,Business,Business,187,0,0.0,4,4,5,5,4,4,5,4,4,4,4,4,4,5
70431,70432,Female,40,Returning,Business,Business,187,0,0.0,2,4,4,5,2,5,5,5,3,3,5,2,5,5
70432,70433,Female,40,Returning,Business,Business,3127,0,0.0,4,4,4,4,4,5,4,5,5,5,5,4,5,4
70433,70434,Female,48,Returning,Business,Business,3494,148,200.0,5,2,5,5,5,3,5,4,5,5,5,5,5,4
70434,70435,Female,55,Returning,Business,Business,2542,0,0.0,2,4,3,4,4,4,5,4,4,2,4,4,4,5
70435,70436,Male,49,Returning,Business,Business,3048,0,0.0,1,1,5,4,1,4,4,4,5,2,4,1,4,5
70436,70437,Female,54,Returning,Business,Business,3801,38,28.0,5,5,1,3,5,4,3,3,4,5,4,1,4,1
70437,70438,Female,36,Returning,Business,Business,187,0,0.0,5,0,5,4,3,1,5,1,5,5,1,0,1,1
70438,70439,Male,33,Returning,Business,Economy,187,6,0.0,4,4,2,2,4,2,3,4,3,3,2,3,3,2
70439,70440,Male,41,Returning,Business,Economy,187,1,4.0,2,2,3,3,2,3,3,2,3,3,3,3,3,4
70440,70441,Female,26,First-time,Business,Business,187,0,2.0,2,2,3,2,4,5,3,2,3,3,4,2,3,5
70441,70442,Female,23,First-time,Business,Economy,187,0,0.0,1,3,2,3,4,3,5,3,5,5,3,3,5,4
70442,70443,Male,35,Returning,Business,Business,2569,0,5.0,4,0,1,3,4,5,4,1,2,5,5,0,5,1
70443,70444,Female,10,Returning,Personal,Economy,187,27,28.0,4,3,5,3,2,3,5,2,5,5,5,3,5,5
